1,Calvin Harris + Disciples,7,1,716,2015
2,The Weeknd,12,2,719,2015
3,Felix Jaehn feat. Jasmine Thompson,17,1,872,2015
4,Justin Bieber,2,1,639,2015
5,Nicky Jam & Enrique Iglesias,14,1,693,2015
6,R.City feat. Adam Levine,8,4,568,2015
7,Axwell & Ingrosso,6,6,452,2015
8,Lost Frequencies feat. Janieck Devy,9,3,730,2015
9,Adam Lambert,16,6,647,2015
10,Madcon & Ray Dalton,15,3,583,2015
11,Avicii,15,6,519,2015
12,Alvaro Soler,8,12,320,2015
13,Major Lazer x DJ Snake feat. Mø,26,1,1076,2015
14,Shaggy feat. Mohombi, Faydee, Costi,
1,Calvin Harris + Disciples,6,1,716,2015
2,The Weeknd,11,2,719,2015
3,Felix Jaehn feat. Jasmine Thompson,16,1,872,2015
4,Nicky Jam & Enrique Iglesias,13,1,693,2015
5,Lost Frequencies feat. Janieck Devy,8,3,730,2015
6,Axwell & Ingrosso,
1,Nicky Jam & Enrique Iglesias,12,1,693,2015
2,The Weeknd,10,2,723,2015
3,Calvin Harris + Disciples,5,1,725,2015
4,Felix Jaehn feat. Jasmine Thompson,15,1,872,2015
5,Lost Frequencies feat. Janieck Devy,7,3,744,2015
6,Madcon & Ray Dalton,13,3,583,2015
7,Major Lazer x DJ Snake feat. Mø,24,1,1076,2015
8,Adam Lambert,14,6,647,2015
9,Axwell & Ingrosso,4,6,452,2015
10,Avicii,13,6,519,2015
11,R.City feat. Adam Levine,6,4,569,2015
12,Kygo feat. Parson James,22,3,836,2015
13,Alvaro Soler,6,12,320,2015
14,Jack Ü with Justin Bieber,19,11,549,2015
15,Afrojack ft. Mike Taylor,8,13,239,2015
16,Pitbull ft. Chris Brown,11,9,335,2015
17,Lil' Kleine & Ronnie Flex,12,1,425,2015
18,Pharrell Williams,7,16,191,2015
19,David Guetta feat. Nicki Minaj, Bebe Rexha & Afrojack,15,12,375,2015
20,James Bay,15,18,406,2015
21,Sam Feldt,5,19,230,2015
22,One Direction,3,15,217,2015
23,Silentó,4,17,160,2015
24,Shaggy feat. Mohombi, Faydee, Costi,1,8,466,2015
25,Eva Simons,16,10,392,2015
26,Lost Frequencies,
1,Nicky Jam & Enrique Iglesias,11,1,693,2015
2,Felix Jaehn feat. Jasmine Thompson,14,1,872,2015
3,The Weeknd,9,2,723,2015
4,Calvin Harris + Disciples,4,1,725,2015
5,Madcon & Ray Dalton,12,3,583,2015
6,Major Lazer x DJ Snake feat. Mø,23,1,1076,2015
7,Lost Frequencies feat. Janieck Devy,6,3,744,2015
8,Adam Lambert,13,6,647,2015
9,Kygo feat. Parson James,21,3,836,2015
10,Lil' Kleine & Ronnie Flex,11,1,425,2015
11,Avicii,12,6,519,2015
12,R.City feat. Adam Levine,5,4,569,2015
13,Jack Ü with Justin Bieber,18,11,549,2015
14,Axwell & Ingrosso,3,6,452,2015
15,Pitbull ft. Chris Brown,10,9,335,2015
16,Afrojack ft. Mike Taylor,7,13,239,2015
17,Pharrell Williams,6,16,191,2015
18,Alvaro Soler,5,12,320,2015
19,James Bay,14,18,406,2015
20,Wiz Khalifa featuring Charlie Puth,19,3,640,2015
21,David Guetta feat. Nicki Minaj, Bebe Rexha & Afrojack,14,12,375,2015
22,Lost Frequencies,28,4,881,2015
23,Sam Feldt,4,19,230,2015
24,Eva Simons,15,10,392,2015
25,Kenny B,20,1,712,2015
26,Armin van Buuren feat. Mr. Probz,16,8,407,2015
27,One Direction,2,15,217,2015
28,Jason Derulo,22,6,574,2015
29,Listenbee,15,13,299,2015
30,Silentó,3,17,160,2015
31,Fifth Harmony ft. Kid Ink,10,25,183,2015
32,Kensington,16,23,244,2015
33,Major Lazer feat. Ellie Goulding & Tarrus Riley,1,31,19,2015
34,Martin Garrix ft. Usher,21,10,439,2015
35,Disclosure ft. Sam Smith,2,27,75,2015
36,Sharon Doorson,1,35,21,2015
37,Nico & Vinz feat. Kid Ink & Bebe Rexha,3,29,77,2015
38,Jason Derulo,2,38,7,2015
39,Years & Years,29,3,811,2015
40,Flo Rida feat. Robin Thicke & Verdine White,17,18,191,2015
1,Nicky Jam & Enrique Iglesias,10,1,693,2015
2,Felix Jaehn feat. Jasmine Thompson,13,1,872,2015
3,Madcon & Ray Dalton,11,3,583,2015
4,The Weeknd,8,2,723,2015
5,Major Lazer x DJ Snake feat. Mø,22,1,1076,2015
6,Adam Lambert,12,6,647,2015
7,Lil' Kleine & Ronnie Flex,10,1,425,2015
8,Kygo feat. Parson James,20,3,836,2015
9,Lost Frequencies feat. Janieck Devy,5,3,744,2015
10,Calvin Harris + Disciples,3,1,725,2015
11,Avicii,11,6,519,2015
12,Jack Ü with Justin Bieber,17,11,549,2015
13,Afrojack ft. Mike Taylor,6,13,239,2015
14,Pitbull ft. Chris Brown,9,9,335,2015
15,R.City feat. Adam Levine,4,4,569,2015
16,Pharrell Williams,5,16,191,2015
17,Axwell & Ingrosso,2,6,452,2015
18,Wiz Khalifa featuring Charlie Puth,18,3,640,2015
19,James Bay,13,18,406,2015
20,Lost Frequencies,27,4,881,2015
21,David Guetta feat. Nicki Minaj, Bebe Rexha & Afrojack,13,12,375,2015
22,Alvaro Soler,4,12,320,2015
23,Kenny B,19,1,712,2015
